LOAD SYN DATA
>>>Mình tên là Yôl. Còn bạn tên gì?|||Inh măt Yôl. Tơnglơ̆i e măt yưng?<<<
>>>Hiện nay, tôi đang đi học lớp năm ở trường làng. Buổi sáng, tôi đi học. Buổi chiều, tôi ở nhà giúp mẹ làm việc nhà. Năm sau, tôi sẽ đi học ở dưới huyện. Gia đình tôi hiện đang sống rất vui vẻ.|||Ahrĕi ơ̆u, inh kung atung hok lơp đăm uĕi trương pơlĕi. Trong bơgê, inh năm hok. Trong kơ sơ̆ inh uĕi hnam tơgŭm mĭ pơm tơdrong hnam. Sơnăm anô̆, inh năm hok uĕi tơ huen. Ahrĕi ơ̆u, ŭnh hnam inh arih hyôk hiăn.<<<
>>>Ông của Yôl|||'Bok đe yôl<<<
>>>Ở làng Kon Đruch, ông của Yôl là người già nhất. Râu tóc ông bạc trắng, bàn tay ông cứng và nhăn nheo như vỏ cây đa trong rừng.|||Uĕi pơlĕi Kon Druch, 'bok đe Yôl la bơngai kră loi đe nai. Sŏk kang, sŏk kơ̆l 'bok 'noh 'bak tơpă. Tơpang ti khăng weng chơ'nhot chơnhat in kơđoh 'long jri lơ̆m bri.<<<
>>>Yôl rất thích xem ông làm việc. Ông đan gùi mắt to gùi mắt nhỏ. Thứ để lúa bắp trong kho, thứ để mang đi rẫy.|||Yôl 'moih ngŏ 'bok pơm tơpă. 'Bok tanh tuaih, dơnol. Dơnol sư̆ 'ba, hơ'bo lơm sum tuaih sư̆ pŭ năm tơ mir.<<<
>>>Thỉnh thoảng Yôl đi bẫy thú cùng ông. Ông bẫy rất giỏi. Có lần, ông bẫy được con lợn rừng to bằng con bê. Ông bảo: Ngày xưa, có nhiều thú hơn, bẫy dễ được chim thú. Ngày nay bẫy khó hơn vì chim thú đã hết.|||Đunh đunh, Yôl năm đăk chơđong adrĭng 'bok. 'Bok đăk chơđong hơgĕi tơpă. Ơĭ minh 'măng chơđong, 'bok đơ̆i minh tŏ chơke grông lơmo kon. 'Bok khan: sơ̆ kih ơĭ lư sem bri loi. Chơđong 'bônh kơ đơ̆i sem. Ahrĕi ơ̆u, chơđong anat loi kơ yuô sem jơh đĭ.<<<
>>>Ông của Yôl biết rất nhiều chuyện dân tộc Ba na. Những đêm rằm, ông thường kể chuyện cho Yôl nghe. Trong những câu chuyện ông kể, có con thỏ khôn ngoan giúp người giết con cọp đữ, có chàng trai nghèo gặp nàng tiên bên suối.|||'Bok đe Yôl alê̆ lư tơdrong kon kông Bơhnar. Đĭ đăng kơmăng khĕi pơnil, 'bok roi tơdrong sơ̆ ăn kơ Yôl kơtơ̆ng. Lơ̆m tơdrong 'bok roi, ơĭ kon bơdung alăng aluôh tơgum bơngai 'bet 'bok nưih, ơĭ minh 'nu tơdăm dơnuh tơjrưm yă yang uĕi hăn sơđiêng đak.<<<
>>>Làng Kon Đruch|||Pơlĕi Kon Druch<<<
>>>Làng Kon Đruch ở trên núi cao. Làng có khoảng trên ba mươi gia đình người Ba na. Từ huyện Vĩnh Thạnh lên xã Vĩnh Sơn, chỉ có một con đường nhỏ, dài khoảng ba mươi cây số. Vì đường đi khó khăn nên dân làng sống biệt lập với bên ngoài.|||Pơlĕi Kon Druch uĕi kơpưng kông đuôĭ. Pơlĕi ơĭ loi pêng jĭt ŭnh hnam bơngai Bơhnar. Đưng Vinh Thanh truh Vinh Sơn ơĭ minh tŏ trong ken đuôi pêng jĭt kơ̆i sô. Yuô trong năm anat kơna kon pơlĕi 'biê̆ lêch hluôi pơlĕi.<<<
>>>Dân làng sống với nhau rất vui vẻ. Buổi sáng đi làm rẫy, buổi tối gia đình lại ngôi bên bếp lửa. Những ngày lễ hoặc khi có khách đến, dân làng thường tập trung ở nhà rông để uống rượu cần, nhảy múa và ca hát.|||Kon pơlĕi arih adrĭng tơ bơ̆i hyôk hiăn adrin. Trong bơgê năm pơm mir, trong kơsơ̆ ŭnh hnam uĕi rok jih ŭnh. Ơĭ lơ̆m 'năr pui hĕi ơĭ lơ̆m năr tơmoi truh, kon pơlĕi truh hnam wal sư̆ et sơdrô triêng, kơdrô suang weng joh.<<<
>>>Ở giữa làng có một con suối chảy vào một cái hồ lớn. Mùa hè, Yôl thường chăn trâu và tắm ở đó. Vì Yôl sinh ra và lớn lên ở Kon Đruch nên nó rất yêu Kon Đruch.|||Uĕi tơ̆k bơ̆k pơlĕi ơĭ minh hlak sơđiêng đak 'yol mưt minh tơ̆ 'bău grông. Yan tŏ phang Yôl kiê̆ kơpô weng hum hăn 'noh dach. Yuô Yôl đeh tơ pơlĕi Kon Druch kơna hơ 'mem pơlĕi Kon Druch.<<<
>>>Yôl sinh ra tại làng Kon Đruch|||Yôl đeh tơ pơlĕi Kon Druch<<<
>>>Lời mẹ dặn|||'Bơ̆l mĭ pơkă<<<
>>>Sáng thứ bảy, bố mẹ Yôl đi xuống Quy Nhơn để thăm bác Cường ốm. Yôl phải trông nhà. Trước khi đi, mẹ dặn:|||Bơgê thư̆ tơpơh, mi bă Yôl năm jul Kwi Nhơn sư̆ tơmang nă Kương jĭ. Yôl phai ngŏ hnam. Adrol năm, mĭ pơkă:<<<
>>>Không thả trâu. Con lấy ít rơm cho trâu ăn là được rồi.|||Bĭ tơ'nglaih kơpô kung khĭ. Kon 'yŏk biê̆ hơnong 'ba ăn kơ kơpô sa kung khĭ.<<<
>>>Chiều tối. Con nhớ nấu cơm đấy nhé. Mẹ đã đi chợ rồi. Thức ăn để trên gác bếp.|||Kơsơ̆ kơ-inh. Kon 'blŏk ơ̆p ngoh yơh. Mĭ jơh năm tơ chơ̆ bloh. Tơdrong sa sư̆ kơpưng pra hnam ŭnh.<<<
>>>Thế hôm nay chị Lan có sang không hả mẹ?|||Ơ mĭ, tơnglơ̆i adrơ̆u mai Lan hăm ơĭ năm sơhmanh tơ ơ̆u?<<<
>>>Không, buổi trưa chỉ một mình con ăn thôi. À con nhớ phải học bài đấy nhé!|||Yơĭ, 'năr dưng minh 'nu kon sa đêch. Kon 'blŏk phai hok 'bai yơh!<<<
>>>Yôl vâng lời và làm theo lời mẹ dặn.|||Yôl lui 'bơ̆l weng pơm trŏ 'bơ̆l mĭ pơkă.<<<
>>>Mơ ước của Điêu|||Nưih diêu 'moih<<<
>>>Các con muốn sau này sẽ làm gì?|||Đe kon wă anô̆ ană pơm tơdrong yưng?<<<
>>>Câu hỏi làm cả lớp ôn ào. Một bạn giơ tay:|||'Bơ̆l apinh pơm đĭ đăng lơ̆m lơp klik klang. Minh 'nu jơ ti:<<<
>>>Thưa cô, con muốn làm giáo viên như cô. Con muốn được dạy chữ Ba na cho bà con trong làng của con ạ.|||Ơ duch, kon wă pơm duch pơtho in duch. Kon wă đơ̆i pơtho chư Bơhnar ăn pơlĕi kon.<<<
>>>Một bạn khác thích làm phi công. Có bạn muốn đi bộ đội. Còn mỗi Điêu ngồi im lặng. Điêu học giỏi nhất lớp nhưng mơ ước lại rất đơn giản. Điêu nói:|||Minh 'nu bơngai nai 'moih pơm phi kông. Ơĭ bơngai wă năm 'bô đôi. Ară minh 'nu Diêu uĕi bơdư. Diêu hok hơgĕi loi đĭ đăng đe lơ̆m lơp, mă lĕi nưih 'moih 'bunh 'bŏk adrin. Diêu khan:<<<
>>>Con muốn làm người đưa thư ạ. Bố con đang ở xa. Hôm nào con cũng mong thự của bố.|||Kon wă pơm bơngai ăn kơthơ. 'Bă inh atung uĕi hiơ̆. 'Năr mă như kon kung gô kơthơ 'bă.<<<
>>>sẽ làm|||jê̆ pơm<<<
>>>Dòng chữ trên đá Hơ Biên|||Trong chư kơpưng tơmo hơ'biên<<<
>>>Ngày xưa, có hai con quỷ cùng tên là Prôm thường xuống vùng sông Kôn để ăn thịt dân làng Ba na. Thỉnh thoảng, chúng còn xuôi xuống tận hạ lưu để ăn thịt người Chăm.|||'Năr sơ, ơĭ 'bal tŏ lêh lêm adrĭng măt Prôm hanh jul tơ krong 'bung sa asĕch kon pơlĕi Bơhnar. Đunh đunh, pre hơ ară jul truh tơ bah krong sa asĕch bơngai Chăm.<<<
>>>Năm ấy, bà Hơ Biên bàn với các già làng Ba na cách giết Prôm. Bà Hơ Biên cùng dân làng giết trâu, mổ lợn, thổi cơm.., làm các thức ăn ngon để nhữ Prôm. Loáng một cái, hai con quỷ đã mò xuống làng. Chúng thấy mùi thức ăn thơm phức, bèn đánh chén no say. Chỉ chờ có thế, bà Hơ Biên cùng dân làng dùng dây mây trói cả hai con quỷ lại, dùng dao giết một con. Con quỷ kia vẫn chưa say hẳn nên đã chạy thoát. Bà Hơ Biên đuổi theo và giết chết nốt.|||Sơnăm mă 'noh, yă Hơ 'Biên pơđam adrĭng đe kră pơlĕi Bơhnar chă trong 'bet pre Prôm. Yă Hơ 'Biên adrĭng kon pơlĕi 'bet kơpô, 'bet 'nhŭng weng ơ̆p ngoh.., pơm tơdrong sa nham sư̆ pơm pơdrăn ăn kơ pre hơ Prôm. 'Nau minh hĕi, 'bal tŏ lêh lêm jơh jul tơ pơlĕi. Pre hơ jơh 'mơ̆u phu tơdrong sa kơna đưng rŏng 'noh pre hơ mưt sa et phĭ suai rĕnh rê̆. Jơh gô lơ'noh đêch, yă Hơ 'Biên adrĭng kon pơlĕi 'yŏk tơlĕi hre chô̆ đĭ pre hơ uĕi minh dơnŏ, đư̆ng rŏng 'noh 'yŏk săng 'bet minh tŏ. Ară minh tŏ lêh lêm hơ đìm gan suai kơna jơh glaih. Yă Hơ 'Biên kơdơ̆u tiê̆ weng 'bet lơh.<<<
>>>Sau khi trừ được quỷ dữ, dân làng cũng không thấy bà Hơ Biên đâu nữa. Chỉ thấy tảng đá bà hay ngồi bỗng xuất hiện dòng chữ kì lạ trông rất đẹp. Từ đó, người ta gọi tảng đá đó là đá Hơ Biên.|||Đưng rŏng 'bet đơ̆i lêh lêm, kon pơlĕi bĭ 'boh yă Hơ 'Biên tơ như piêu. 'Boh đêch tơmo yă Hơ 'Biên gô uơ̆i bĭ alê̆ 'ne yưng dĭ tơmo lêch trong chư lă lă liêm adrin. Kơna đưng 'noh, đe khan tơmo 'noh la tơno Hơ 'Biên.<<<
>>>Hòn đá Hơ Biên với dòng chữ cổ đến nay vẫn còn trên dòng sông Kôn.|||Tơmo Hơ 'Biên adrĭng trong chư kră sơ̆ truh adrơ̆u bơ̆n ară kơpưng krong 'Bung.<<<
>>>Vườn nhà Yôl|||Mil hnam Yôl<<<
>>>Nhà Yôl có một khu vườn rất đẹp. Bố Yôl kể rằng: Bố mẹ trồng những cây ăn quả đầu tiên ở khu vườn này cách đây hơn hai mươi năm. Hồi đó đây là khu đất màu mỡ. Bây giờ, trong vườn trồng đủ loại: quế, mít, xoài, ẩu đủ, chuối và cả bầu, bí nữa.|||Hnam Yôl ơĭ minh tŏ mir lưng. 'Bă đe Yôl roi: Mĭ 'bă pơtăm 'long sa plĕi pơtơm lơ̆m mir 'nơ̆u đưng rŏng 'nơ̆u loi 'bal jĭt sơnăm. Jơnang 'noh, dơnŏ 'nơ̆u la dơnŏ teh lưng. Ahrĕi ơ̆u, lơ̆m mir pơtăm tôm adrêch: kuê̆, pơnăt, pơ-ŏ, đu, pit weng puôl, tơ'lôp piêu.<<<
>>>Hôm nay Yôl ra vườn càng bố. Nhìn buồng chuối trĩu quả, nó hỏi bố:|||'Năr adrơ̆u, Yôl năm tơ mir adrĭng 'bă. 'Ngŏ amông pit plĕi kơdung, hơ apinh 'bă:<<<
>>>Bố trồng chuối như thế nào?|||'Bă pơtăm pit lơnhư?<<<
>>>Đào hố, rồi cho cây chuối con vào hố, lấp đất lại là xong.|||Sil chơhlung, đưng rŏng ĕi tơmưt 'long pit kon lơ̆m chơhlung, 'yŏk teh 'bŭ la keh.<<<
>>>Hôm nay, cả nhà Yôl đi suốt lúa. Mẹ và chị dậy sớm hơn mọi ngày. Mẹ nấu cơm còn chị thì sửa soạn gùi, rựa. Trời chưa sáng nhưng cả nhà đã lên đường. Vì Yôl bé nhất nhà nên em không phải mang gùi. Nó chỉ đeo một giỏ cơm nhỏ. Được đi suốt lúa, Yôl thích lắm. Yôl vừa đi vừa chạy. Mẹ bảo Yôl:|||'Năr adrơ̆u, đĭ đăng ŭnh hnam Yôl năm kêch 'ba. Mĭ weng kơ mai Yôl 'yung sruôih loi rim 'năr. Mĭ ơ̆p ngoh weng 'yŏk 'mưĭ dơnol, tơbưk. 'Năr đim rang mă lĕi ŭnh hnam kăn hơ jơh năm tơ mir. Yôl ken loi lơ̆m ŭnh hnam kơna yơĭ pŭ dơnol. Hơ bĕng ngoh lơ̆m jak ken đêch. Đơ̆i năm kêch 'ba, Yôl pui adrin. Hơ bươ năm bươ kơdơ̆u. Mĭ khan Yôl:<<<
>>>Rấy kia rồi. Họ nhanh tay suốt lúa bỏ vào gùi đeo bên mình. Yôl vừa làm vừa chơi, hết chạy đến chỗ mẹ lại chạy sang chỗ bố, có khi lại mải mê nhìn theo những chú bướm vàng trước mặt. Thỉnh thoảng bố nhắc Yôl:|||Mĭr to 'noh. Ti kăn hơ kêch 'ba biêt lơ̆m jak. Yôl bươ pơm bươ sơhmanh đĭ kơdơ̆u dơnŏ mĭ đưng rŏng ĕi kơdơ̆u tơ 'bă, ơĭ Jơnang adrin ngŏ yă pơlai brơ̆u atung pal adrol măt. Đunh đunh 'bă phai pơkă:<<<
>>>Đến chiều, cả nhà đã suốt được một đống lúa to. Bố nhìn Yôl nói: "Năm nay lúa tốt. Nhà mình không đói nữa rồi. Bố mẹ sẽ mua cho Yôl một bộ quân áo thật đẹp."|||Truh kơsơ̆, đĭ đăng ŭnh hnam jơh kêch đơ̆i minh pơnŭ 'ba grông. 'Bă ngŏ Yôl khan: "Sơnăm ơ̆u 'ba lưng. Hnam bơ̆n khĭ pơngot piêu. Mĭ 'bă ruôt ăn kơ Yôl minh 'bô̆ kuơ̆n au liêm yơh!"<<<
>>>Yôl sung sướng reo lên.|||Yôl pui pe khan:.<<<
>>>Thế thì thích quá!|||Tơnglơ̆i pui adrin!<<<
>>>Hội thoại|||Pơđam 'bơ̆l<<<
>>>Người Ba na có đi săn không?|||Bơngai Bơhnar hăm ơĭ năm chă ayô ưh?<<<
>>>Có chứ. Trước đây đi săn nhiều, bây giờ thì ít rồi.|||Ơĭ năm. 'Năr sơ̆ năm ayô lư, ahrĕi ơ̆u 'biê̆ năm.<<<
>>>Chúng tôi mang theo chó, rựa, giáo mác và cả cung nỏ.|||Nhơn chĕp tiê̆ kŏ, tak, đơbưk weng kơ sră.<<<
>>>Thích nhỉ, khi nào rỗi, nhất định tôi sẽ đi theo các anh một lần.|||Moih yơh, layơ aleh inh tiê̆ 'yem nhŏng minh 'măng.<<<
>>>Anh biết không, chúng tôi đi săn không chỉ để ăn thịt mà còn để bảo vệ mùa màng. Đi săn cũng là dịp để các chàng trai Ba na thể hiện tài năng và lòng dũng cảm đấy.|||'Nhŏng hăm alê̆, nhơn năm ayô sơbŏ sư̆ sa sem ară wă wĕi mir ba. Năm ayô 'noh sư̆ ngŏ alê̆ đe tơdăm bơngai Bơhnar đĕi đon chro tôm rim tơdrong bu yă loi.<<<
>>>Hôm nay, Yôl dậy sớm hơn mọi ngày. Em theo mẹ đi chợ Định Bình. Chợ thật đông người. Ngoài người Bana Yôl còn thấy có nhiều người Hrê, Chăm Hroi, Kinh..|||Bơgê adrơ̆u, Yôl 'yung sruôih loi đưng yơ̆u. Oh tiê̆ mĭ năm tơ chơ̆ Đinh 'Binh. Chơ̆ bơngai lư tơpă. Gah agah bơngai Bơhnar Yôl ară 'boh lư bơngai Hre, Chăm Hroi, Yuăn..<<<
>>>Ở chợ người ta bán rất nhiều thứ. Chỗ này bán lúa, gạo, ngô, khoai, sắn; chỗ kia bán các loại hoa quả như: cam, dứa, mít.. Yôl hỏi mẹ:|||Uĕi lơ̆m chơ̆ bơngai tĕch lư tơdrong 'nau 'nau plư̆ng plư̆ng. Dơnŏ 'nơ̆u tĕch 'ba, phe, hơ'bo, 'blang. Dơnŏ mă to tĕch rim adrêch pơkau plĕi: kruôĭ 'ngam, kơchik, pơnăt.. Yôl apinh mĭ:<<<
>>>Mẹ ơi, quần áo bán ở chỗ nào?|||Ơ mĭ, đe tĕch kuơ̆n au uĕi hăn như?<<<
>>>Mẹ đưa Yôl đến chỗ bán quần áo. Ở đây có rất nhiều quần áo đẹp, Yôl nhìn hoa cả mắt. Mẹ mua cho Yôl một chiếc quần màu xanh, một chiếc áo màu vàng. Yôl thích lắm.|||Mĭ 'bă Yôl truh tĕch kuơ̆n au. Uĕi hơ-ơ̆u đơ̆i lư kuơ̆n au liêm, Yôl ngŏ tơbla măt. Mĭ ruôt ăn kơ Yôl minh tŏ kuơ̆n kơsĕ, minh tŏ au 'brơ̆u. Yôl 'moih tơpă.<<<
>>>Đến gần trưa, chợ đã vãn người, Yôl và mẹ ra về. Yôl dặn mẹ: "Lần sau đi chợ mẹ cho con đi nữa nhé!".|||Truh jê̆ 'năr dưng chơ̆ jơh 'biê̆ 'bơngai, Yôl weng mĭ lêch sưt. Yôl pơkă mĭ: "Năm chơ̆ đưng rŏng, mĭ ăn kon năm piêu yơh!".<<<
>>>Chị ơi mua đồ dùng học sinh ở đâu?|||Ơ mai, đe tĕch đô hok sinh hăn như?<<<
>>>Đợi chị bán hết chỗ chuối này rồi chị em mình cùng đi.|||Gô mai tĕch đĭ pit 'nơ̆u kah, đư̆ng rŏng ĕi, mai oh ba adrĭng năm.<<<
>>>Bác ơi, bác có mua chuối này không? Chuối ngon lắm.|||Ơ nă, nă hăm wä ruôt pit 'nơ̆u? Pit nơ̆u 'ngam tơpă.<<<
>>>Hai ngàn một nải.|||Bal abơ̆u minh tŏ bơlưk.<<<
>>>Đắt quá, tôi không mua. Ba ngàn hai nải được không?|||Măt adrin, inh bĭ ruôt. Inh ruôt 'bal bơlưk pêng abơ̆u hăm khĭ?<<<
>>>Vâng. Bác mua vở và bút ở đâu đấy?|||Khĭ. Nă ruôt bơ-al weng 'long chih 'nơ̆u hăn như?<<<
>>>Một quyển vở hai ngàn rưỡi. Một cái bút một ngàn.|||'Bal abơ̆u đăm hriêng minh pôm hla bơ-al 'nơ̆u. 'Long chih 'nơ̆u minh abơ̆u.<<<
>>>Yôl ơi, giá như thế thì em mua hai quyển vở và một cái bút tất cả bao nhiêu tiền?|||Ơ Yôl, jă lĭ ĕi oh ruôt 'bal pôm hla bơ-al weng minh pôm 'long chỉh đĭ dôm như Jên?<<<
>>>Chị Sá là người chăm chỉ. Những lúc rảnh rỗi chị thường đi lấy củi. Nhà chị nhiều củi lắm. Hôm nay chị đi chợ bán củi. Một thanh niên hỏi:|||Mai Să bơngai pơnam tơnui. Jơh aleh tơdrong nai mai ară kơdơ̆u chă 'long ŭnh. Hnam mai lư 'long ŭnh tơpă. 'Năr adrơ̆u mai năm chơ̆ tĕch 'long ŭnh. Minh 'nơ̆u bơngai tơdăm apinh:<<<
>>>Em bán củi đấy à?|||Oh tĕch long lĭnh yơh?<<<
>>>Vâng, anh mua đi!|||Ư̆ 'nhŏng ruôt bĕ!<<<
>>>Anh mua bó này. Bao giờ em lại đi lấy củi?|||'Nhŏng ruôt bŏ mă 'nơ̆u. Layơ oh năm 'yŏk 'long ŭnh piêu?<<<
>>>Được thôi, nếu anh không nói dối.|||Ăn năm tơ̆ng 'nhŏng khĭ akhan plach.<<<
>>>Người thanh niên trả tiền, rồi đi về phía cuối chợ. Chị Sá chăm chú nhìn theo: người đâu mà dễ thương đến thế!|||Bơngai tơdăm pơdriêu jên aleh năm sưt gah tuôch chơ̆. Mai să ngŏ pơlŏng đưng rŏng: bơngai đưng như ma 'moih 'mem 'moih mơnat pă lê̆ dang yơ!<<<
>>>nói dối|||akhan plach<<<
>>>Ông ơi, ông chẻ tre để làm gì đấy?|||Ơ 'bok, 'bok koh 'long kram sư̆ pơm yưng?<<<
>>>Thế à? Đan gùi có khó không?|||Thoi yơh? tanh dơnol hăm anat ưh?<<<
>>>Không khó. Nếu đan khéo thì nhanh và đẹp. Nếu đan vụng thì lâu xong và xấu.|||Khĭ anat. Tơ̆ng tỉ pơm kheu hơ rĕnh.keh, weng kơ liêm. Tơ̆ng pơm grôi hơ đunh hơleh weng kơ brư̆.<<<
>>>Hôm qua ông đan được hai cái. Hôm nay mới đan được một cái. Ông đang đan một cái nữa. Thế tất cả là mấy cái?|||'Năr abri 'bok tanh đơ̆i 'bal tŏ dơnol. 'Năr adrơ̆u bok 'nau tanh đơ̆i minh tŏ. 'Bok atung wă tanh minh tŏ piêu. Tơnglơ̆i đĭ đăng đơ̆i dôm tŏ?<<<
>>>Tất cả là bốn cái. Ông đan để làm gì?|||Đĭ đăng la puôn tŏ. 'Bok tanh hơ sư̆ pơm yưng?<<<
>>>Hai cái này để đựng thóc và bắp. Cái kia để đựng rau và cỏ. Cái kia nữa để đựng củi và đuốc. Cháu giúp ông chẻ lạt đi. Chúng ta cùng làm.|||'Bal tŏ mă 'nău sư̆ mong 'ba weng hơ'bo. Mă to mong hla 'nhem weng kơ 'nhăt. Mă to piêu sư̆ mong 'long ŭnh weng apoih. Său tơgưm 'bok chăl tơlak kih. Ba adrĭng pơm. .<<<
>>>Bằng dao. Cẩn thận, kẻo cắt vào tay!|||'Bĭ săng. Bơlơ̆ng bơlơ̆ng, săng 'bom ti yơh!<<<
>>>Chàng trai nghèo và bầy khỉ|||Tơdăm dơnuh weng tơpul dŏk<<<
